index,name,location,location1,location2,date,content,result,site
102281,??Catherine A Higgins (Kamara-Taylor),Manchester,England,,2020-11-01,#ToryChildAbusers want to send children to school during #COVID19 #SecondLockdown ...#ToryIncompetence #CloseSchoolsNOW #Marr#Ridge,2,Manchester
102665,PAKISTAN PROTECTION FORUM( PPF),Luton,England,,2020-11-01,"AEY ALLAH! DESTROY EVERYONE WHO AGREES WITH FRENCH PRESIDENT MACRON,THE FIRMS WHO PRINTED CATOONS OF OUR NABI PAK SAWS,ALL THE MUSLIM RULERS WHO ARE QUITE ON THIS INCIDENCE.SEND CORONAVIRUS IN FRANCE AND KILL MILLIONS IN NO TIME.AAMEEN",3,Luton
102298,Neil,Liverpool,England,,2020-11-01,Petition: Exempt golf courses from the list of venues required to close due to Covid-19 https://t.co/yisA8Y04o8,2,Liverpool
102461,Joe Bennett,Liverpool,England,,2020-11-01,Atleast covid-19 has the decency to wait until thursday before starting the second wave ????,4,Liverpool
102339,Elli ??,Leeds,England,,2020-11-01,Why wont you listen @BorisJohnson??? #CloseSchoolsNOW https://t.co/mpZ7mX9bjt,2,Leeds
102486,Lord Mike Of The Tsetse Flies????,Leeds,England,,2020-11-01,Him and a host of others of his ilk! The list grows and the ¡°fuck off with your one sided rules¡± grows exponentially https://t.co/6pV43b1d41,0,Leeds
102497,Alika Innocent ????????,Leeds,England,,2020-11-01,This country is one big fucking embarrassment. Led by total dickheads. Other countries around the world must literally piss themselves with laughter at how pathetic our government really is. #BorisOut #BrexitReality #COVID19,0,Leeds
102571,Sophie Robinson,Leeds,England,,2020-11-01,If you¡¯re in this que you should be ashamed of your self https://t.co/cm3DbnGA35,4,Leeds
102609,Lord Mike Of The Tsetse Flies????,Leeds,England,,2020-11-01,Falling on deaf ears amongst Tory Brexit ranks where money screams so much louder than tears https://t.co/Pybit1CrL7,1,Leeds
102622,Lord Mike Of The Tsetse Flies????,Leeds,England,,2020-11-01,Who¡¯d have guessed there might be evidence linking schools to the spread of the virus eh? Only the rest of the country apart from the Tory child starvers... https://t.co/vabLJAN1Bk,2,Leeds
102733,Craig ??,Leeds,England,,2020-11-01,"This is ridiculous, Farage needs to piss off now ?? https://t.co/uknS1NTtsl",0,Leeds
102765,Stewart Regan,Leeds,England,,2020-11-01,Here we go again. Farage looking to exploit the complete omnishambles that is English politics! #farage #reformuk https://t.co/o0bfyGvGwq,1,Leeds
102265,Lisa Nicholls,Gloucestershire,England,,2020-11-01,When ¡°I¡± is replaced with ¡°We¡± even illness becomes wellness. #COVID19 https://t.co/KSNCuvB1ZF,3,Gloucestershire
102771,Andy H,Bradford,England,,2020-11-01,Smoking gun on false positive tests? https://t.co/IJQ2znBw8W,1,Bradford
102240,Sharon Thompson??????,Birmingham,England,,2020-11-01,Ridiculous! @Keir_Starmer looked at  data &amp; concluded we needed a circuit break - Tory's ignored him. @BrumLeader concluded the same without the aid of a ?? ball. Govt should have called for ???? prior to 1/2 term. Now it will be harder to implement.https://t.co/aL1YtT7Bvr,1,Birmingham
102308,Pippa Sibbald,Birmingham,England,,2020-11-01,@adrian_sharman Exactly! Zoe Covid-19 Study says cases doubling every 28 days NOT 9 days with the curve starting to level off. I'm convinced the current rise is the result of schools and unis going back with the new interactions that brought. Now starting to stabilise.,2,Birmingham
102434,#NationalisedSausage ?????,Birmingham,England,,2020-11-01,Our money Britain. Wake tf up https://t.co/imZhJDRc9C,0,Birmingham
102672,Chris Reeve,Birmingham,England,,2020-11-01,Petition: Exempt golf courses from the list of venues required to close due to Covid-19 https://t.co/VcdnrvCx8T,2,Birmingham
102679,Adam,Birmingham,England,,2020-11-01,M8 that post-COVID inquiry is going to be intense/devastating. https://t.co/NsnuIxSyfl,1,Birmingham
102683,Allan Clarke,Birmingham,England,,2020-11-01,"#COVID19 rules must have changed. Just saw this response below to a question about self isolating... ""Your house hold do not have to isolate unless you become sympathetic then they isolate""... Note to self, don't sympathise!",1,Birmingham
102767,Hannah Kay??,Birmingham,England,,2020-11-01,Petition: Ensure all Health Care Students are paid during placements during Covid-19 https://t.co/5HHgd2d7om,2,Birmingham
102554,Darren Hayward ?,Bournemouth,Dorset,,2020-11-01,"@sueperkins I had 105 days unpaid in Lockdown, I then opened up my own business six weeks ago and now have another four weeks on Lockdown. As a barber &amp; men¡¯s wellness group leader, I¡¯m unable to get my head above water! It¡¯s such a hard time! Thinking of all the Self Unemployed. #COVID19",0,Dorset
102347,John Howard,Ipplepen,Devon,,2020-11-01,¡°from the sidelines¡±: there are no sidelines. This affects each and everyone of us. We are all right in the middle of Tory chaos. https://t.co/vbX0n1Tv1J,0,Devon
102629,Glyn Andrews,South,Derbyshire,,2020-11-01,This aged well ?? https://t.co/LcAMk4MzjF,3,Derbyshire
102386,Olly Huntsman,Bude,Cornwall,,2020-11-01,@hughosmond They¡¯re not even remotely aware of it https://t.co/rD4eZaMkjC,3,Cornwall
102687,Phil Seymour,York,,,2020-11-01,"Hi @JulianSturdy. You say you¡¯ll be lobbying for support for businesses in #York, but what would you say are your 3 biggest wins for your constituents since #COVID19 started? Many of us have still received zero support, and you never seem to do anything except ¡°lobby¡±. Thanks ???? https://t.co/LWBKoqBNiw",0,York
102689,David Wilson,York,,,2020-11-01,This whole pandemic is about people¡¯s health. Best place for people¡¯s health are leisure facilities. There already Covid safe!! The mind boggles that pro footballers can still play??? https://t.co/YdsYIQ1GtO,0,York
102730,Alan daykin,Wakefield,,,2020-11-01,Halloween is as welcome as Covid 19 another American load of crap like Trump https://t.co/LTx8QVe0Qx,1,Wakefield
102381,General Kaos ??,Swindon,,,2020-11-01,Petition: Exempt golf courses from the list of venues required to close due to Covid-19 https://t.co/xty9oqXbRc,2,Swindon
102512,Peter Hancock,Swindon,,,2020-11-01,Petition: Reclose schools and colleges due to increase in COVID-19 cases https://t.co/GHaw4708bD,2,Swindon
102397,Terrace Road Primary,Swansea,,,2020-11-01,Please see below https://t.co/J8syDAmL9J,2,Swansea
102578,Katherine Macfarlane,Stockport,,,2020-11-01,"Please sign this petition! Allow open-air swimming pools, lidos &amp; lakes to open in a new Covid-19 lockdown https://t.co/xvgoVJwm3U",2,Stockport
102750,Ashley Barnes,Sheffield,,,2020-11-01,Let's hope a victim of the Pandemic is Libertarianism. A deeply flawed philosophy #COVID19,2,Sheffield
102636,Martin Bull,Salford,,,2020-11-01,"In Italy, Like Everywhere the Virus Goes, It¡¯s the Discontent That¡¯s Contagious https://t.co/qbUUQQcVYn",2,Salford
102553,heidi price,Plymouth,,,2020-11-01,Petition: Exempt golf courses from the list of venues required to close due to Covid-19 https://t.co/KdAAUA7Icm,2,Plymouth
102325,Martyn Scott ?? ??,Nottingham,,,2020-11-01,Wear a mask https://t.co/fR7cZJQF03,2,Nottingham
102744,Dave Tantum,Nottingham,,,2020-11-01,Petition: Hold a public inquiry into Government contracts granted during Covid-19 https://t.co/AtPNGMFy0U,0,Nottingham
102268,Hilda Palmer Stop Covid@work Make workplaces safe,Manchester,,,2020-11-01,Covid19 is spread by airborne aerosols https://t.co/xkb7io4DFA,2,Manchester
102375,Andrew Denton,Manchester,,,2020-11-01,Ironic in the circumstances.... https://t.co/KMrHsMSuhq,0,Manchester
102383,M A R T I N R O G E R S ??,Manchester,,,2020-11-01,Why wasn¡¯t #BorisJohnson doing the media rounds today? #covid #Covid19UK #coronavirus,2,Manchester
102406,Andrew Smith ???? #SaveOurRights #FBPPR ????,Manchester,,,2020-11-01,Seems like Captain Hindsight is Captain Foresight now. https://t.co/RcZVeuyqvg,3,Manchester
102408,Stuebz,Manchester,,,2020-11-01,¡°Members of the pubic¡± ???? https://t.co/UT4F9sEDaR,2,Manchester
102592,Hilda Palmer Stop Covid@work Make workplaces safe,Manchester,,,2020-11-01,@CentreGreater @hazardscampaign  agree @AndyBurnhamGMSchools must close F2F teaching as must Universities and colleges or the 'lockdown' will not work. https://t.co/xImlFxnSBD,2,Manchester
102614,Matthew Cheetham,Manchester,,,2020-11-01,Not seen any evidence that shows  that CV 19 has been transmitted playing golf etc. What happened to being guided by the science? Lots of physical and mental health benefits in participating. #COVID19 @BorisJohnson https://t.co/Oa9LIPJzXI,2,Manchester
102626,Lee Burns,Manchester,,,2020-11-01,Duly Signed https://t.co/VceTJqPkbt,3,Manchester
102768,Hilda Palmer Stop Covid@work Make workplaces safe,Manchester,,,2020-11-01,"@ClarkeMicah That's so crazy!! I have had it, my daughter has had it and, I know personally many people who've had Covid19 and know of hundreds of others. What sorrt of hermit or heavily privileged  existence do you live?",0,Manchester
102532,Therese Rice LFC??NHS??,Liverpool,,,2020-11-01,Our tribute to the braveMy LiverBird was put up the day I could not go toAnfield in the fight against Covid19 as the lads fought forNo19I vowed it would not come down till I could go againDidn't expect it to be this long but it wears the Rememberance poppy proudly like us all https://t.co/ocbqeEld1Z,1,Liverpool
102649,??Anne Williams ??,Liverpool,,,2020-11-01,"I wonder how much the #coronavirus psychologically affects players, especially those from abroad??They must desperately be missing their families ??",2,Liverpool
102459,"Ray Gandhi MSc, RMN.",Leicester,,,2020-11-01,Don¡¯t forget universities. https://t.co/IzdDVAEuyP,1,Leicester
102443,Ben Duke,Leeds,,,2020-11-01,"Cheers Michael, just what we all need to hear when we¡¯ve been put in another lockdown. https://t.co/rOsCsdrQNd",2,Leeds
102726,Hullablue,Leeds,,,2020-11-01,"Ffs, if campaigning to take our right to work and live in Europe wasn't enough, now he wants to kill his supporters. A twat, promoted by twats, supported by twats. https://t.co/DWbbAsmmlu",0,Leeds
102775,??Bob Horsforth??,Leeds,,,2020-11-01,@LeedsLeechy @p_buggy @StuartAndrew Like track and trace - oh wait https://t.co/FMz8rpMugX,1,Leeds
102306,Baroness Louise Von Pfaff of Taylor Towers,Kent,,,2020-11-01,"#COVID19 is on the rise again &amp; #Lockdown2 looms. Do your bit to help, &amp; keep a smile on your face, with one of our fab handmade washable/re-useable #masks, available from #MonsonNews &amp; @EsquiresCoffee #TunbridgeWells Only ?3, all proceeds to charities @SITWD #facecovering https://t.co/K81CtFTOdM",1,Kent
102321,Rose Gold,Kent,,,2020-11-01,So if every second person in the line tests positive - how many of the 'negatives' will have picked up the virus.  No one seems to understand 2m - line up coffins as spacers - they will soon learn https://t.co/tK1VAnkdF5,0,Kent
102701,Rose Gold,Kent,,,2020-11-01,@didoharding needs to hand back her fee - you have to earn public money not just spend it https://t.co/sVnR3uBn1a,0,Kent
102441,Beth Murphy,Fife,,,2020-11-01,Mental health is so important https://t.co/C0bFjMz7ZL,2,Fife
102590,Theresa Wilson,Cumbria,,,2020-11-01,Petition: Reclose schools and colleges due to increase in COVID-19 cases https://t.co/9KvEyVam8T,2,Cumbria
102756,Charles Davis,Cardiff,,,2020-11-01,Genuinely thought this was a joke https://t.co/JSlQp1AFhS,0,Cardiff
102491,Mark Goldsack,Cambridgeshire,,,2020-11-01,"@RobbieSavage8 @UKChange Games for For the kids sake or the coaches? Get real man, we all want foot all played but there is no Covid-19 secure way to do so. Work it out and protect the kids not self interest",1,Cambridgeshire
102445,NUMBER 57,Birmingham,,,2020-11-01,Everything's fine...#lockdown #boris #coronavirusuk #furlough #SundayMorning #COVID19 #November1st https://t.co/XSirLXUVDh,1,Birmingham
102424,Kirsty Roberts,Barnsley,,,2020-11-01,Very sad - but true. ?? Follow the guidance and from Thursday the message return to stay home. #staysafe https://t.co/1idWllctLs,1,Barnsley
103258,Iain Allsop,More,Leicester,than,2020-11-02,Tough but essential viewing this https://t.co/dExzMppaL1,3,Leicester
103175,Andy Harris ????,Stone,Staffordshire,United,2020-11-02,Is this guy for real??? https://t.co/CMCH4rt2TK,0,Staffordshire
102898,???????????? Grumpy Girdle ?? ??????,Cornwall,Continent,of,2020-11-02,Ignore if you're a big funder of the Tories or a mate of The Puppetmaster https://t.co/U5kE0SOi6h,3,Cornwall
103093,Vikki Slade ???? ????????????,Mid,Dorset,-,2020-11-02,Another 5 deaths over the weekend in Poole - this is devastating news https://t.co/hOTRaXK6BL,2,Dorset
102828,Ian McDowell ??,Manchester,/,Lymm,2020-11-02,"@kach022 Here in the UK,advice is to isolate at home for 2 weeks from a positive test.This makes no sense as treating covid19 early is key to people with underlying conditions surviving it,, reading your thread just confirms what I've thought.I do hope you get well soon ?",0,Manchester
103284,Mike Baker ??,Wirral,&,Yorkshire,2020-11-02,"Hugely powerful report by @BBCFergusWalsh tonight on @BBCNews. If you missed it, spend a few minutes by reading the story here... ???????????? https://t.co/3dai9SfuMm",0,Wirral
102850,Norman Briffa MD ?? ????????????,Sheffield,Yorkshire,UK.,2020-11-02,Great thread - and invest in Track &amp; trace capacity IN BETWEEN epidemics not in the middle of one  Don't ignore the good Covid-19 news from Asia  https://t.co/nZbqmxh0UL,1,Sheffield
102940,Eric Hawkins,Wimborne,Dorset,UK,2020-11-02,"@paulafr68963440 Did you watch TOTALY UNDER TRUMP CONTROL on @BBCTwo last night from 9 to 11am, was all about how the Covid-19 virus was dealt with. So much corruption and failures, with one drug costing $10.00 being sold for $3,000And the PPE scandal was out of this world",1,Dorset
103082,Eric Hawkins,Wimborne,Dorset,UK,2020-11-02,"Listening to @Keir_Starmer at the commons right now Covid-19 statement is that this virus and the state of our country is laid bare at @BorisJohnson and his team's feet Nothing to do with protestors, those not social distancing or wearing a mask, the party goers and others.",1,Dorset
103228,Ed Cox ??,South,Devon,UK,2020-11-02,1st day back from leave. It has been a really challenging week @UHP_NHS as we plan for #COVID19 escalation. I am blown away by what the @DerrifordNurses have achieved. Thank you to everyone for what you are doing to support our patients &amp; each other. @lenny_byrne @AnnJamesNHS,3,Devon
103080,Linda McBride,Edgbaston,Birmingham,UK,2020-11-02,We REMAIN OPEN because we are a medical and health facility and have COVID-19 policies and procedures in place. Spread the word!,2,Birmingham
103247,Ben Mitch ????????????????????????????????,London,Swansea,Toronto,2020-11-02,"@johnmcdonnellMP Was always Buy a meal, get #COVID19 Free John...",3,Swansea
102921,Professor Judy Clegg,University,of,Sheffield,2020-11-02,A great initiative by @RCSLT and will give really important data to inform policy and service provision. Privileged to be involved. Please circulate as widely @HCS_Sheffield https://t.co/NwfN1sU80N,3,Sheffield
103204,Gary Flintoff,MediaCityUK,Salford,Quays.,2020-11-02,Both line-ups... https://t.co/WtWNMCsK6X,2,Salford
102918,David Alam,Leicestershire,/,Poole,2020-11-02,Exactly https://t.co/GtpjeVt46l,3,Leicestershire
103102,Daniel Drage,London,&,Oxfordshire,2020-11-02,Lizete was brilliant when we shot this - it could¡¯ve been a two hour documentary. Fascinating point of view. https://t.co/VtdUKQJHK5,1,Oxfordshire
103251,Emma Eveleigh,Coventry,&,London,2020-11-02,"#pathwayoutofcovid 08:50 1st Nov, BBC Radio4 Interview with Tony Blair. Gist is covid19 meds from big pharma are safe.The continued testing is for effectiveness i.e.60% effectiveness means 60% less Covid symptoms. deploy these drugs &amp; reduce the effects of Covid on the population",1,Coventry
103264,DSM Photography Liverpool,Republic,of,Liverpool,2020-11-02,"Magna Carta this, you fucking bellends. https://t.co/aIOjPwp4Nz",0,Liverpool
102866,Tanvir Hamid ????????????????????????,Manchester,United,Kingdom,2020-11-02,"He¡¯s right, even in the #Labour Government he was in, everything was all #London this that &amp; the other. https://t.co/KI67jM3M6n",4,Manchester
103070,Michelle W ??????,Leicester,United,Kingdom,2020-11-02,You definitely can¡¯t fix stupid!#COVIDIOTS #COVIDIOT #COVID19 #Covid19UK #lockdown2uk #Leicestershire #Enderby https://t.co/khuP3cYHIQ,4,Leicester
103153,Michelle W ??????,Leicester,United,Kingdom,2020-11-02,The amount of people I see with their masks under their nose or chin is ridiculous. People also need to NOT pull their mask down to speak or what¡¯s the point ?? #COVIDIOTS #COVID19 #coronavirusuk #lockdown2uk https://t.co/5dKXND6w8Z,0,Leicester
103213,michael irvine,Belfast,Northern,Ireland,2020-11-02,Why don¡¯t you give it a comfort letter and the keys to the Bank of England and ask it to go away please .tony Blair the cowardly bastard https://t.co/hiDFESLgsF,1,Belfast
103245,Helen Palmer,Hampshire,Southern,England,2020-11-02,Sign and share... https://t.co/oa5P6zM3jC,3,Hampshire
103189,Natasha Odita,Greater,Manchester,England,2020-11-02,???? THIS ? https://t.co/FI8htsKP5m,3,Manchester
102851,"Martyn.S.Beck L.C.G.I.,M.C.G.I... newsline of...!",Preston,Lancashire,England,2020-11-02,The Tory -hav't a clue- we don't care about the people-government  will destroy the UK economy and businesses and put 10+ million unemployed ....! https://t.co/d4m10PWbL0,0,Lancashire
103200,"Martyn.S.Beck L.C.G.I.,M.C.G.I... newsline of...!",Preston,Lancashire,England,2020-11-02,"Why why ?? Is  skynews giving air time to this 'war criminal Tony Blair , Blair sent British soldiers to there deaths in Blair's illegal wars in iraq,Libya and Yemen....blair should be arrested and jailed for war criminals not being interviewed on skynews ....! https://t.co/6RcZdMCxsW",2,Lancashire
103131,Matthew Taylor ?? ???? ????,Slough,South,East,2020-11-02,That worked well... https://t.co/Qj1Gu7IXMi,3,Slough
103141,Nick & Katie,Slough,South,East,2020-11-02,Let¡¯s hope the cunts don¡¯t deplatform you like Kate shemirani https://t.co/3gaifiVNFT,2,Slough
103257,Cara Stobart,Newton,Abbot;,Devon,2020-11-02,Grants available for parish and town council to support those facing hardship over the festive period @DevonALC https://t.co/r4CkzUWBF5,0,Devon
102920,Fred Boy ???? ???? ???? ua,Swansea,Wales,,2020-11-02,Edifying! https://t.co/JACUj23dGH,3,Swansea
103130,Wyn Thomas,Swansea,Wales,,2020-11-02,Many thanks Ella https://t.co/jFBCz9v2KJ,3,Swansea
102926,Lewis Cullinane,Newport,Wales,,2020-11-02,What a failure of this #TrackandTrace system..https://t.co/lCNx3EY72x,0,Newport
102858,Shane Andrews MBE,Cardiff,Wales,,2020-11-02,Birmingham lady speaks on behalf of the vast majority of the country ?? https://t.co/ujJrxDTWdv,2,Cardiff
103198,Matt Hughes,Cardiff,Wales,,2020-11-02,"At this point, you just have to be a dumbass to not know the difference. Watch or read the fucking news where you live and you¡¯ll know ?????¡á? https://t.co/L7KrqMza4d",2,Cardiff
103118,Andrew Lowe ??,Warrington,UK,,2020-11-02,"Another day, another drop.What the hell is the government doing ? https://t.co/mVXARieLhw",0,Warrington
102852,Chris Fx,Suffolk,UK,,2020-11-02,Daily Mail: US coronavirus cases keep rising in grim march to Election Day.https://t.co/qXIzG248qMvia @GoogleNews,1,Suffolk
102788,David V Humphreys,Stockport,Uk,,2020-11-02,Trump denies report he plans to declare victory before election is called https://t.co/XO0e17KAQNTrump's been making a mockery of America since 2016. Why would he disdain from making a mockery of the presidential elections. Its not like he cares what the people think.,1,Stockport
103065,Michael Szollosy,Sheffield,UK,,2020-11-02,This looks excellent... https://t.co/OmEyoGP4c5,3,Sheffield
102887,BuyLocalNorfolk,Norfolk,UK,,2020-11-02,Can you move? Find out here... #buylocaltohelplocal https://t.co/OCNYdBGVJU,1,Norfolk
102950,Donald Judge,Manchester,UK,,2020-11-02,Millions say: Who cares? https://t.co/6XYW4kTJ1c,2,Manchester
102982,Donald Judge,Manchester,UK,,2020-11-02,I had an aunt who maintained smoking was what kept her healthy. Not sure what she said on her deathbed as she'd gone to live on the other side of the world. She had lung cancer. https://t.co/d1o91j0qWw,3,Manchester
103018,tony eckersall,Manchester,UK,,2020-11-02,Good information https://t.co/siGEdknYDO,4,Manchester
103212,Donald Judge,Manchester,UK,,2020-11-02,Slovakia tested a milion in a day. https://t.co/HF28zIIijZ,1,Manchester
103195,@lordoftheyoyo@mastodon.scot,Hampshire,UK,,2020-11-02,"It's not the ""NHS"" app.... Its, a piece if shit written by Cummings' mates at huge cost. https://t.co/gN1zmoudwW",0,Hampshire
103000,Essex Osteo,Essex,UK,,2020-11-02,"If you require an appointment, please contact me. The clinic operates under Covid-19 secure protocols.Message me to book an appointment or tel 07711521233 #Lockdown #COVID19 #coronavirus #osteopath #osteo #stanfordlehope #thurrock #grays #ChaffordHundred #weareopen https://t.co/naBiY1FRD2",1,Essex
103174,Rob Hudson ??????????????????,Cardiff,UK,,2020-11-02,"Since Offa, anyway. https://t.co/7u56W7LsN8",3,Cardiff
102868,Let¡¯s Keep Bolton Moving,Bolton,UK,,2020-11-02,The government has announced new national restrictions to tackle #Covid19 that'll impact grassroots sport and physical activity. @Sport_England¡¯s statement on the new national restrictions ?? https://t.co/PaNmXjyvw6,1,Bolton
102840,Dee Gallagher ????#GTTO,Blackpool,UK,,2020-11-02,"Great news! I hope Reform field lots of candidates. It's what we need. Split the Tory vote, which will offset any split in Labour and help give Sir Kier Starmer a good chance of becoming our Prime Minister. #ReformUK #StarmerOutstanding #Labour https://t.co/KTvASThFHQ",1,Blackpool
103097,Kevin - Economy Class & Beyond,Birmingham,UK,,2020-11-02,"Magna Carta absolutely cannot be used to get around COVID-19 restrictions, historians explain  https://t.co/n2S9J85qpI",1,Birmingham
103209,Gabriel Siles-Br¨¹gge,Birmingham,UK,,2020-11-02,"Very happy to have contributed to this! In my video, I talk about the relevance of trade policy to local government, especially in #COVID times. https://t.co/wJ0AhgZFG8",3,Birmingham
102875,Adrian Huston JP,Belfast,UK,,2020-11-02,Excellent news. Thousands of jobs will be saved by releasing the restrictions on 13 November. Mental health risks will reduce and the country can start moving back to normal. https://t.co/yhQ6xrb7jn,3,Belfast
103041,Jane Graham ????,Taunton,Somerset,,2020-11-02,#flujab professionally done by @AlisonWootton @SomersetFT this morning... urging everyone to #GetItDone with #COVID19 around...got a sticker &amp; chocolate for my efforts! https://t.co/JR93peert9,4,Somerset
103217,Steve Ferris,Proper,Somerset,,2020-11-02,Rubbish Made up garbage https://t.co/cZehMipRFA,2,Somerset
103193,Sue Cook,N.,Oxfordshire,,2020-11-02,This is dreadful too ???? https://t.co/RXKsyOLbh7,3,Oxfordshire
103263,Sue Cook,N.,Oxfordshire,,2020-11-02,Keep gyms open this time https://t.co/A1Bbf5s94s,3,Oxfordshire
103140,Matthew Tomlinson,Leyland,Lancashire,,2020-11-02,"Encouraging news, but a long, long way to go. https://t.co/t13hCW378Z",2,Lancashire
102999,East Lancashire Chamber of Commerce,Accrington,Lancashire,,2020-11-02,COVID-19 News ¨C BCC?initial?response?to announcement of second lockdown in England? https://t.co/D2ntdD8R9V https://t.co/ky7D25gJj7,2,Lancashire
102810,Griselda Mussett ???? ?????????????,Faversham,Kent,,2020-11-02,"Did we ever sort out whether the Covid19 bug is natural or man-made?I was just thinking, we seem to be living in a novel by HGWells or John Wyndham (Martians, or Triffids), or maybe Huxley.... So is this an invasion or a global autoimmune attack?",3,Kent
103179,Lewis Glynn,Dartford,Kent,,2020-11-02,"Dither, delay and incompetence And yet, I wonder how the Tories will find a way to blame ANYONE else but admit their own failings #COVID #BorisHasFailedTheUK #ToryIncompetence #coronavirus https://t.co/kpFMewrobk",0,Kent
102925,Matthew Williams,Beckenham,Kent,,2020-11-02,Enough said! #coronavirus #lockdown #COVID19 #COVIDIOTS #StayHome #UKLockdown2 #CoronavirusPandemic https://t.co/XQeCgOCyYi,2,Kent
103073,Matthew Williams,Beckenham,Kent,,2020-11-02,The mortgage holiday extension is pointless. Won¡¯t help those who¡¯ve had no income since March or LTD¡¯s. Everyone is at the max of the 6 month limit. #mortgages #mortgageholiday #RishiSunak @RishiSunak #coronavirus #lockdown2uk,1,Kent
103121,Matthew Williams,Beckenham,Kent,,2020-11-02,So self employed are getting 80% for November. Still zero for ltd directors #ForgottenLtd #LTD #RishiSunak #coronavirus,1,Kent
103042,Kingfisher Flooring Ltd,Cheltenham,Gloucestershire,,2020-11-02,"We are currently not taking showroom appointments, but please email if you need us! #cheltenhambusiness #gloucestershireflooring #cheltenhamcarpets #covid19 #lockdown2uk https://t.co/zeqkzR3YTw",0,Gloucestershire
103017,Brendan McCormick Kilbride,York,England,,2020-11-02,@WVURockDoc @EuroGeosciences Ahem... https://t.co/uhzvoDQtti,2,York
102800,Melissa Prescott ?,Wigan,England,,2020-11-02,Why only say something now tho when it was April ???¡â? https://t.co/f8O1nxBew9,2,Wigan
102905,Torbay Community Development Trust (TCDT),Torbay,England,,2020-11-02,"Torbay Community Helpline: One call, that's all - 01803 4460220. If you're going to need help over the coming weeks, or want to lend support, call us. Do retweet, share this info &amp; poster where possible please #Covid19 #Coronavirus #Torbay #Paignton #Brixham #Torquay https://t.co/bV4voWqzLj",0,Torbay
102931,Graham Palmer ??????????,Torbay,England,,2020-11-02,No it won't. #Covid_19 #lockdown https://t.co/yONETRDeBK,0,Torbay
103241,Graham Palmer ??????????,Torbay,England,,2020-11-02,"Mental health deteriorated during the 1st lockdown. Even though this is ""4 weeks"", the fact that daylight is shorter and the weather is autumnal, means people won't be able to get out. These 4 weeks will seems like 4 months. #lockdownUK #COVID #Covid19UK https://t.co/dKJszumpAo",0,Torbay
103148,Martin Booth ?????? (He/Him),Stoke-on-Trent,England,,2020-11-02,Whilst encouraging news it¡¯s important that studies with a much larger cohort and over a much longer period of time take place https://t.co/nVVfg5rptK,3,Stoke-on-Trent
103025,Jehangir Malik OBE,Solihull,England,,2020-11-02,Great to see @vcsep volunteers #EmergencyPartnership from @React_Response &amp; @BritishRedCross are out in high risk areas responding to the local needs in #Solihull. #EmergencyPartnership https://t.co/l6bg0s2Kv5,2,Solihull
103026,grumps,Shropshire,England,,2020-11-02,Back on the tinnies for a few weeks?? https://t.co/zIEkIyQmuF,2,Shropshire
102906,Rachael Finn,Sheffield,England,,2020-11-02,HEPI / Lloyds webinar on 'The long-term impact of COVID-19 on the higher education sector' https://t.co/Ffcap4o8iv via @HEPI_news,2,Sheffield
102937,MENTALMATE C.I.C.,Sheffield,England,,2020-11-02,"@thismorning we have a petition going to ask @10DowningStreet to look into the #mentalhealth provisioning before, during and after #COVID19. If you could please share it would be massively appreciated.@piersmorgan @Schofe @hollywills @emmakennytv https://t.co/GItAePPGIZ",1,Sheffield
103107,Mike Sellers,Portsmouth,England,,2020-11-02,Great opportunity to speak to both ministers about @PortsmouthPort #BrexitResilience #COVID19 and port masterplanning. Thank you ministers. https://t.co/XbGUWalvRf,4,Portsmouth
103199,Robbie,Portsmouth,England,,2020-11-02,Not according to all the Covid19 experts on Twitter we are to slow according to them. https://t.co/q46n7eQ2kB,2,Portsmouth
102819,TIPPI-D,Plymouth,England,,2020-11-02,... WHAT ABOUT A BROOMSTICK AND A BLACK CAT.....? https://t.co/9sIvFBBRqw,2,Plymouth
102821,TIPPI-D,Plymouth,England,,2020-11-02,HAVE  FOLLOWED @Parents_Utd... WE ARE NOT SENDING OUR CHILDREN BACK TO SCHOOL BECAUSE IT IS NOT SAFE...AND AS PARENTS IT IS OUR ROLE TO PROTECT THEM...SHUT THE SCHOOLS AND UNIVERSITIES AND SAVE LIVES... IT REALLY IS THAT SIMPLE.... https://t.co/FIifxcur6w,2,Plymouth
102822,TIPPI-D,Plymouth,England,,2020-11-02,... AND COMMON SENSE...... https://t.co/ddhWCELfJL,0,Plymouth
103004,TIPPI-D,Plymouth,England,,2020-11-02,... YOU ARE SO VERY RIGHT.....BLAME THE ACTUAL PERPETRATORS ....THE ONES WITH BLOOD ALL OVER THEIR GRABBING HANDS... https://t.co/S7EoiVur8U,0,Plymouth
103091,TIPPI-D,Plymouth,England,,2020-11-02,"... NO...TIME AND TIME AGAIN, THIS GOVERNMENT HAS SHOWN ITSELF TO BE MISINFORMED AND INADEQUATE AND WEAK...I HAVE NO FAITH OR CONFIDENCE IN THIS PRIME MINISTER OR HIS CABINET....THE FATE OF OUR NATION LIES IN HANDS THAT ARE SHAKING AND BLOOD STAINED... https://t.co/J8GbN9GmJK",0,Plymouth
103146,TIPPI-D,Plymouth,England,,2020-11-02,... DOES THIS IMBECILE EVEN BELIEVE THE UTTER RUBBISH THAT SPEWS FORTH FROM HIS OWN MOUTH....? https://t.co/jAhX184gDp,0,Plymouth
